G/L Account,Profit Center,Segment,Customer,Customer Name,Special G/L ind.,Document Number,Document Date,,Debtor Category,WBS Element,Sales Document,Project,Product,Invoice reference,Reference,Document Date,Purchase Order Number,Assignment,Text,Due date,Ageing,Ageing in Days,Ageing in Days,To 0 Days,1 -  30 Days,31 -  60 Days,61 -  90 Days,91 - 120 Days,> 120 Days,Total (LC),Status,Not Due,Over Due, R Note , Bill Submission (Y/N) , Warranty , Warranty Difference of TDS , PVC , Lower Rate , GST Difference , GST TDS  , LD , EMD , Others/Not identified , Income Tax @0.1% , Retention , Reconciliation with Customer , RS CR , Payment received , Differences ,Old Legacy
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,174983463,01-08-2024,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007396075,01-08-2024,,1400874531,TDS-9072401382,01-08-2024,303, More than 120 Days ,181-360 Days,0,0,0,0,0,681.12,681.12,Over Due,0,681.12, -   , -   , -   ,0,0,0,0, -   ,0,0,0,681.12,,0,0,, -   ,No
27881100,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,2,176374805,19-03-2025,,Overdue,EMD,EMD,EMD,EMD,,70255003,18-03-2025,,1.76E+12,CLW Development tender of 2x600KVA HLC,18-03-2025,74, 60-90 Days ,61-90 Days,0,0,0,"20,00,000.00",0,0,"20,00,000.00",Over Due,0,"20,00,000.00", -   , -   , -   ,0,0,0,0, -   ,0,2000000,0,0,,0,0,, -   ,No
24110000,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,,1400784730,28-06-2023,,Overdue,62OP-30915,3008088800,CLW 27x 9kHP,9K,9072300979,2006832710,14-05-2025,7.02E+13,9.07E+13,565524DLC002585-As per CPM Request,14-05-2025,17, 0-30 Days ,11-30 Days,0,"1,50,97,384.64",0,0,0,0,"1,50,97,384.64",Over Due,0,"1,50,97,384.64",,"1,50,97,385", -   ,0, -   ,0,0, -   ,0,0,0,0,,0,0,, -   ,No
24110000,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,,1400785798,30-06-2023,,Overdue,62OP-30915,3008088800,CLW 27x 9kHP,9K,9072300990,2006834483,15-12-2024,7.02E+13,9.07E+13,565524DLC001894-As per CPM Request,15-12-2024,167, More than 120 Days ,91-180 Days,0,0,0,0,0,"1,50,97,384.64","1,50,97,384.64",Over Due,0,"1,50,97,384.64", -   ,"1,50,97,385", -   ,0, -   ,0,0, -   ,0,0,0,0,,0,0,, -   ,No
24110000,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,,1400785809,30-06-2023,,Overdue,62OP-30915,3008088800,CLW 27x 9kHP,9K,9072300991,2006834485,15-12-2024,7.02E+13,9.07E+13,565524DLC001894-As per CPM Request,15-12-2024,167, More than 120 Days ,91-180 Days,0,0,0,0,0,"1,50,97,384.64","1,50,97,384.64",Over Due,0,"1,50,97,384.64", -   ,"1,50,97,385", -   ,0, -   ,0,0, -   ,0,0,0,0,,0,0,, -   ,No
24110000,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,,1400836678,20-02-2024,,Overdue,62OP-30968,3008537208,CLW 104x 6K,6K,9072307124,2007154693,03-03-2024,7.02E+13,9.07E+13,"HR1306005478, bal to be resubmitted",03-03-2024,454, More than 120 Days ,361-720 Days,0,0,0,0,0,"11,315.69","11,315.69",Over Due,0,"11,315.69", -   , -   , -   ,0,11315.69,0,0, -   ,0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912177,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632457,01-01-2025,,1.40E+13,TDS-9072404490,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912180,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632472,01-01-2025,,1.40E+13,TDS-9072405370,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912183,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632459,01-01-2025,,1.40E+13,TDS-9072405371,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912186,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632467,01-01-2025,,1.40E+13,TDS-9072405383,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912194,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632474,01-01-2025,,1.40E+13,TDS-9072405385,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912199,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632454,01-01-2025,,1.40E+13,TDS-9072405386,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912200,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632456,01-01-2025,,1.40E+13,TDS-9072405557,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912202,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632466,01-01-2025,,1.40E+13,TDS-9072405558,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912203,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632461,01-01-2025,,1.40E+13,TDS-9072405632,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912205,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632473,01-01-2025,,1.40E+13,TDS-9072405633,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912207,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632476,01-01-2025,,1.40E+13,TDS-9072405634,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912208,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632455,01-01-2025,,1.40E+13,TDS-9072405635,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912211,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632464,01-01-2025,,1.40E+13,TDS-9072405636,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912212,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632468,01-01-2025,,1.40E+13,TDS-9072405637,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912214,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632470,01-01-2025,,1.40E+13,TDS-9072405656,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912215,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632465,01-01-2025,,1.40E+13,TDS-9072405657,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912216,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632458,01-01-2025,,1.40E+13,TDS-9072405658,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912217,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632460,01-01-2025,,1.40E+13,TDS-9072405659,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912218,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632463,01-01-2025,,1.40E+13,TDS-9072405660,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912220,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632471,01-01-2025,,1.40E+13,TDS-9072405661,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912221,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632475,01-01-2025,,1.40E+13,TDS-9072405662,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400912222,01-01-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007632469,01-01-2025,,1.40E+13,TDS-9072405663,01-01-2025,150, More than 120 Days ,91-180 Days,0,0,0,0,0,"17,238.97","17,238.97",Over Due,0,"17,238.97", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238.97,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400928380,13-03-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007743096,13-03-2025,,1.40E+13,TDS-IGST,13-03-2025,79, 60-90 Days ,61-90 Days,0,0,0,"18,982.71",0,0,"18,982.71",Over Due,0,"18,982.71", -   , -   , -   ,0,0,0,0,"18,983",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400928380,13-03-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007743096,13-03-2025,,1.40E+13,TDS-9072407993,13-03-2025,79, 60-90 Days ,61-90 Days,0,0,0,949,0,0,949,Over Due,0,949, -   , -   , -   ,0,0,0,0, -   ,0,0,0,949,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400928384,13-03-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007743095,13-03-2025,,1.40E+13,TDS-IGST,13-03-2025,79, 60-90 Days ,61-90 Days,0,0,0,"18,982.71",0,0,"18,982.71",Over Due,0,"18,982.71", -   , -   , -   ,0,0,0,0,"18,983",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400928384,13-03-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007743095,13-03-2025,,1.40E+13,TDS-9072407994,13-03-2025,79, 60-90 Days ,61-90 Days,0,0,0,949,0,0,949,Over Due,0,949, -   , -   , -   ,0,0,0,0, -   ,0,0,0,949,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400928385,13-03-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007743094,13-03-2025,,1.40E+13,TDS-9072407995,13-03-2025,79, 60-90 Days ,61-90 Days,0,0,0,949,0,0,949,Over Due,0,949, -   , -   , -   ,0,0,0,0, -   ,0,0,0,949,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400928385,13-03-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007743094,13-03-2025,,1.40E+13,TDS-IGST,13-03-2025,79, 60-90 Days ,61-90 Days,0,0,0,"18,982.71",0,0,"18,982.71",Over Due,0,"18,982.71", -   , -   , -   ,0,0,0,0,"18,983",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400928397,13-03-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007743097,13-03-2025,,1.40E+13,TDS-9072407997,13-03-2025,79, 60-90 Days ,61-90 Days,0,0,0,949,0,0,949,Over Due,0,949, -   , -   , -   ,0,0,0,0, -   ,0,0,0,949,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400928397,13-03-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007743097,13-03-2025,,1.40E+13,TDS-IGST,13-03-2025,79, 60-90 Days ,61-90 Days,0,0,0,"18,982.71",0,0,"18,982.71",Over Due,0,"18,982.71", -   , -   , -   ,0,0,0,0,"18,983",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400931347,25-03-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007760797,25-03-2025,,1.40E+13,TDS-9072407992,25-03-2025,67, 60-90 Days ,61-90 Days,0,0,0,949,0,0,949,Over Due,0,949, -   , -   , -   ,0,0,0,0, -   ,0,0,0,949,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400931347,25-03-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007760797,25-03-2025,,1.40E+13,TDS-IGST,25-03-2025,67, 60-90 Days ,61-90 Days,0,0,0,"18,982.71",0,0,"18,982.71",Over Due,0,"18,982.71", -   , -   , -   ,0,0,0,0,"18,983",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934245,01-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007772459,01-04-2025,,1.40E+13,TDS-9072408471,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400934246,01-04-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007772460,01-04-2025,,1.40E+13,TDS-IGST,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"3,44,767.38",0,0,0,"3,44,767.38",Over Due,0,"3,44,767.38", -   , -   , -   ,0,0,0,0,"3,44,767",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934246,01-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007772460,01-04-2025,,1.40E+13,TDS-9072408472,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400934247,01-04-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007772454,01-04-2025,,1.40E+13,TDS-IGST,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"3,44,767.38",0,0,0,"3,44,767.38",Over Due,0,"3,44,767.38", -   , -   , -   ,0,0,0,0,"3,44,767",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934247,01-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007772454,01-04-2025,,1.40E+13,TDS-9072408473,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934248,01-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007772456,01-04-2025,,1.40E+13,TDS-9072408482,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400934248,01-04-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007772456,01-04-2025,,1.40E+13,TDS-IGST,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"3,44,767.38",0,0,0,"3,44,767.38",Over Due,0,"3,44,767.38", -   , -   , -   ,0,0,0,0,"3,44,767",0,0,0,0,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400934249,01-04-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007772457,01-04-2025,,1.40E+13,TDS-IGST,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"3,44,767.38",0,0,0,"3,44,767.38",Over Due,0,"3,44,767.38", -   , -   , -   ,0,0,0,0,"3,44,767",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934249,01-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007772457,01-04-2025,,1.40E+13,TDS-9072408488,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400934251,01-04-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007772461,01-04-2025,,1.40E+13,TDS-IGST,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"3,44,767.38",0,0,0,"3,44,767.38",Over Due,0,"3,44,767.38", -   , -   , -   ,0,0,0,0,"3,44,767",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934251,01-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007772461,01-04-2025,,1.40E+13,TDS-9072408490,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400934252,01-04-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007772455,01-04-2025,,1.40E+13,TDS-IGST,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"3,44,767.38",0,0,0,"3,44,767.38",Over Due,0,"3,44,767.38", -   , -   , -   ,0,0,0,0,"3,44,767",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934252,01-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007772455,01-04-2025,,1.40E+13,TDS-9072408672,01-04-2025,60, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400934253,05-04-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007777299,05-04-2025,,1.40E+13,TDS-IGST,05-04-2025,56, 30-60 Days ,31-60 Days,0,0,"3,44,767.38",0,0,0,"3,44,767.38",Over Due,0,"3,44,767.38", -   , -   , -   ,0,0,0,0,"3,44,767",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934253,05-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007777299,05-04-2025,,1.40E+13,TDS-9072408674,05-04-2025,56, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934254,05-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007777300,05-04-2025,,1.40E+13,TDS-9072408675,05-04-2025,56, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400934254,05-04-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007777300,05-04-2025,,1.40E+13,TDS-IGST,05-04-2025,56, 30-60 Days ,31-60 Days,0,0,"3,44,767.38",0,0,0,"3,44,767.38",Over Due,0,"3,44,767.38", -   , -   , -   ,0,0,0,0,"3,44,767",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934255,05-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007777305,05-04-2025,,1.40E+13,TDS-9072408676,05-04-2025,56, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400934255,05-04-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007777305,05-04-2025,,1.40E+13,TDS-IGST,05-04-2025,56, 30-60 Days ,31-60 Days,0,0,"3,44,767.38",0,0,0,"3,44,767.38",Over Due,0,"3,44,767.38", -   , -   , -   ,0,0,0,0,"3,44,767",0,0,0,0,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400934256,05-04-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007777301,05-04-2025,,1.40E+13,TDS-IGST,05-04-2025,56, 30-60 Days ,31-60 Days,0,0,"3,44,767.38",0,0,0,"3,44,767.38",Over Due,0,"3,44,767.38", -   , -   , -   ,0,0,0,0,"3,44,767",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934256,05-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007777301,05-04-2025,,1.40E+13,TDS-9072408677,05-04-2025,56, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934257,05-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007777303,05-04-2025,,1.40E+13,TDS-9072408678,05-04-2025,56, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
27881190,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,>,1400934257,05-04-2025,,Overdue,GST TDS,GST TDS,GST TDS,GST TDS,,2007777303,05-04-2025,,1.40E+13,TDS-IGST,05-04-2025,56, 30-60 Days ,31-60 Days,0,0,"3,44,767.38",0,0,0,"3,44,767.38",Over Due,0,"3,44,767.38", -   , -   , -   ,0,0,0,0,"3,44,767",0,0,0,0,,0,0,, -   ,No
24110300,P62303002,LM,40072308,FA&CAO/CLW/Chittaranjan,Z,1400934296,05-04-2025,,Overdue,IT TDS,IT TDS,IT TDS,IT TDS,,2007777304,05-04-2025,,1.40E+13,TDS-9072408679,05-04-2025,56, 30-60 Days ,31-60 Days,0,0,"17,238.00",0,0,0,"17,238.00",Over Due,0,"17,238.00", -   , -   , -   ,0,0,0,0, -   ,0,0,0,17238,,0,0,, -   ,No
